tutor_rating,rating_count,experience_level,sessions,avg_improvement,subject,success_prob
2.5315187999393975,26,3,1,-0.8904921199267729,3,0.016354842192231586
2.6802108399966835,44,2,18,1.7446443809315837,2,0.5749120550066792
3.6256356153572256,85,2,15,1.0017532043564201,0,0.4227222846997392
2.8330248103415716,6,1,12,-1.4213499522872786,0,0.09808971463908939
3.0777021321862406,84,5,9,-1.3935893951841885,0,0.08833589185894998
3.256937820679918,66,1,7,0.44962690697703644,0,0.08761835291932434
4.6754917262306055,80,3,18,2.9582343451806272,1,0.8154682956261194
3.2950086874296596,97,4,19,1.2693851868358856,3,0.6673573082747467
2.8438023603649834,15,5,14,2.596872215927946,3,0.5478257368568976
2.6058362312957586,32,4,16,-0.794282561971371,1,0.2817166894820637
4.763304570940225,26,3,4,0.18394047387884838,2,0.08336869549908907
3.9770113337947897,72,4,1,1.2371811826607968,0,0.06226755722047407
2.5458893109478544,51,3,1,0.9628609890996933,2,0.03385952773365047
3.3541027817265046,9,2,2,2.0160535804326183,2,0.06995715099477673
4.702176897997321,44,4,14,-0.525319430419849,1,0.3544638826955055
3.5901207449314696,10,5,16,2.2396113115753318,2,0.6621479064838538
4.290376685557984,61,2,18,1.6030574240399345,1,0.6744400076481806
3.3509620941938727,73,1,7,-0.6808941549745284,2,0.059129862895151465
2.9917213955780326,45,3,6,1.180601387681302,3,0.10619192258238216
4.8582459931141315,31,5,13,2.3305738314714115,3,0.6200365421058678
2.804715233342369,40,1,14,2.822549667680925,2,0.467653846819888
2.824265644975067,12,3,10,2.7716957199684087,3,0.3221208986947155
4.419411544285844,17,1,13,1.7299530061588828,3,0.4299156429981356
3.7778228480930744,98,5,14,2.0513535999178822,3,0.5631333101359365
3.2501677072636,1,5,14,-0.7489984245942647,2,0.2641422469181283
2.9959313496192532,54,3,9,0.935986616638929,3,0.1642656385454377
3.063017750540504,87,3,1,2.9812276844613503,2,0.08404586728396188
4.107204775146769,26,4,18,0.8277343039488647,3,0.6372053850762397
4.13693937821065,37,5,12,0.6151677372306361,0,0.3514091000180689
4.783217368940592,54,2,5,-0.8925585508162144,2,0.061684231032086145
4.49485797313325,30,5,1,-0.42623795980060164,2,0.042207315458952434
4.993094749759006,7,2,13,0.9312901696867053,3,0.4183487790328448
4.298384055922897,80,1,17,-0.7392139430864992,3,0.37609171064135394
4.544585540437554,28,2,8,-1.0263288223555829,2,0.09559507648561862
3.148854457940226,67,3,10,-1.127737094080993,1,0.09917379780817555
2.60775027237081,3,3,7,1.297229689141869,1,0.11933075396277629
3.4131105040384297,70,4,11,2.127091922248153,3,0.3716300815943815
3.2587753121952785,73,2,13,-0.784270821286765,2,0.1771064717682982
4.386423403014342,77,5,12,0.41714782250170757,3,0.3504153826337859
3.7160125888404454,14,1,16,2.617423928322431,2,0.613434779167686
2.8177762271675597,38,5,5,2.4973198387952,1,0.1603347886403257
4.840881394562464,4,5,4,-1.4655406305565994,3,0.05551682034941233
4.123772324268618,9,4,11,-1.4370613715708263,2,0.1496062224467761
3.130632084637926,93,2,3,2.198309971431059,3,0.08459539037316276
4.06175167351652,32,4,14,2.9784956401025893,0,0.6479234100754645
4.1819115360311665,23,4,5,2.907507560390921,2,0.23461672161698569
3.995563235159347,75,1,1,0.2678674936513694,2,0.03247772330838394
3.5087071655309927,26,3,5,2.706887433825944,2,0.17298286415839023
4.149225682326186,35,2,11,0.059683031686665666,1,0.20893464587187616
4.35877064072902,74,2,6,1.3075467106986913,2,0.14562316604021652
4.969463800537218,13,5,19,0.6408736217867763,0,0.7402346657414348
3.8505431669465464,85,4,11,2.1169595248383217,1,0.40178015963190167
4.425222578135205,28,1,4,0.7498716878866727,0,0.07780976801770825
3.5273563808752746,13,3,8,2.361845161696378,3,0.2502921013376902
4.566161523730457,59,5,17,-1.1004310166239084,2,0.45752165527501776
3.4206252684878327,36,3,18,1.2388935395587186,3,0.6039007366748936
2.6232491560229247,27,5,6,-0.24974454356242193,2,0.06831133029152382
4.422924673808969,98,5,2,0.0653365017399874,0,0.06025698234800412
2.7141456239910764,57,3,18,-0.5292724674831257,1,0.37813651738643445
4.450210059337412,88,3,16,0.6071562633365692,3,0.5194715285593672
2.629204302921519,89,2,16,0.7493840979047861,1,0.3748454550427584
3.900603659457631,72,2,13,0.0849288540867601,3,0.26975866281583244
3.0716768784615085,2,5,12,-0.38120630195851013,1,0.20899739765245284
2.5811086151179676,88,5,4,1.5481997771583362,1,0.09059533045839714
3.097665960187574,64,4,13,1.694669550129312,2,0.40303564636746203
2.636413520706747,23,4,3,-0.6292805521691466,3,0.0304487567462789
2.590047045728566,69,2,1,1.8476426166133852,3,0.04377506375929759
4.387068645905828,95,5,14,-0.4746161624732643,1,0.3603775447658449
3.9611222743935652,26,3,2,2.942405197207562,1,0.1262311365565467
3.9808758214834055,81,4,7,2.56894296605969,0,0.27325701907308886
3.266038623377591,52,3,5,1.8579918966373916,0,0.12163989478429149
4.831947811719337,53,1,1,0.05570980025111094,2,0.03812069255478457
4.779462780954429,29,4,14,2.416936406028714,0,0.6457966291818357
2.6136159508536445,48,2,13,-0.3032436484599377,1,0.17694083532567234
4.014248101149689,55,5,9,-1.0797270020274963,1,0.12701464666045803
4.113194388308907,17,3,15,1.6180189677620653,2,0.5451680048486481
4.078860946690401,10,4,2,-1.0167333817547481,1,0.032829888271892205
4.3277574575089055,96,5,1,2.5109533787244516,2,0.11948759991476195
3.8515274858118227,44,4,12,2.6731496281669784,1,0.5061792096391053
4.243678654173209,8,5,8,-1.0633379488252654,2,0.11382708634117358
3.1521231149052222,78,1,3,0.3753932467197534,3,0.039007758743439876
2.5824423592064836,32,4,8,2.3841049771952725,3,0.21897915425200645
3.6117819421458393,83,1,2,2.4706485519242882,2,0.08104698127667348
4.419652307814639,22,3,1,1.3109681724595963,1,0.06600645180186301
4.191543083881266,41,3,13,-0.49719890946319145,3,0.26087674504151276
3.4498998806493812,8,4,5,-0.8047747484978323,2,0.052802957708001495
2.8640716167635585,88,1,9,-0.6051809211786761,2,0.07706917551531521
4.2890888763944055,28,2,3,1.6180525224256366,0,0.09397378942702495
4.240078517472784,10,2,5,0.35700609367719904,1,0.0843102617319224
3.772397601055119,51,4,18,0.05732891298662568,0,0.5385858375987042
3.8959611939255545,26,1,3,-0.008875017388835005,3,0.041695928303576074
2.8821478479608302,25,5,5,0.9655392076456213,2,0.0954236757832859
3.767649116846796,3,4,14,2.926074007974088,3,0.6226295382728623
3.675740556728937,41,1,10,2.9944089661998827,0,0.35445483438079134
3.1427962599967363,30,4,9,2.873426407182996,3,0.330087229532851
3.0286200174913613,2,4,8,-1.4875815817262357,1,0.06377786249320885
4.24658897357989,28,3,1,-0.5067685156209513,1,0.03140952472929249
4.227344345256165,19,1,4,-0.04466421506413032,0,0.05469877172026782
4.853197322266995,90,1,19,2.415902390525408,2,0.7895674605083777
3.320367951287672,95,2,4,-0.6691456733591246,1,0.03656026707890634
4.820455245284879,40,4,16,-1.3660952711202823,3,0.37746980960313115
3.958479486915301,26,2,8,0.058102058756281494,3,0.1203399014420686
3.5341638089580174,28,4,8,-0.4421794519100406,0,0.10749165586592802
3.660829361987882,78,4,7,2.601524159739422,3,0.2570913677495043
4.998762974271291,52,2,18,0.8715178629938869,1,0.6566128477301573
2.984657669842232,67,2,11,0.8585576294879846,3,0.20404864558717334
2.9753219157967643,6,2,12,-0.8976574804305507,3,0.13395111717750535
3.63915205388273,6,4,18,0.6897985810510026,1,0.5908946515947551
3.4087861434231668,93,5,9,-0.8516371553657165,3,0.11732398394007353
4.283111968057487,18,2,8,-0.7237542299077981,3,0.09934102147245047
4.851877148086153,11,5,10,-1.2457332567167116,1,0.17613874054196324
2.7863321708158706,59,5,1,1.423891672935353,0,0.05242394851130191
3.4449208891032104,91,5,9,2.1508680481025144,2,0.30870585529336486
4.481758514451879,89,2,3,-0.32883656821586293,2,0.04801631386175528
4.579242609189434,55,2,2,-0.11535921650741976,3,0.044261424343365406
2.636586050002431,91,5,13,1.765575992537522,2,0.40064128775687585
4.532252522825194,94,3,5,-0.0731822187978961,0,0.08552064131982275
3.71532621303731,94,5,3,0.9542303087266197,3,0.08289022663191796
4.793283938655607,65,3,6,-0.9794174090191274,3,0.07916243426121032
4.628953500043093,16,5,3,-0.001007862016791039,1,0.07504083942580252
3.4120561755194965,79,5,12,1.6849710700893477,2,0.4007371190570645
4.69280116915572,50,3,3,2.0801505619629608,2,0.13469146364187173
3.7338664508502966,75,3,15,1.706118318079361,3,0.525629333563094
2.7515936963088334,17,1,8,-0.7411294153527009,3,0.05891300851158186
4.8971796829760255,76,4,2,0.9368552171773663,3,0.08658181471387828
4.8795294635580975,10,2,6,1.9713405532943145,0,0.2062622107095604
4.185549081118492,74,4,7,-0.509027957950873,1,0.10452327475422914
4.472284907414668,60,5,15,-0.4821241881975622,3,0.41310013337254964
3.7241101900800815,67,4,17,0.7815949202351917,3,0.5572160333347261
3.9426333542838607,81,5,3,-1.237160678592446,3,0.03871386656423708
4.200279713617432,70,2,5,2.8174428132194187,3,0.19577091892497092
3.0839510855558983,42,5,15,2.117172358363328,3,0.5675971553364308
3.7401886962513275,81,2,13,-0.9987754569595749,1,0.18581235004379423
2.89415256699227,1,2,9,1.851254361427383,3,0.1992078799777252
2.628335928309194,54,3,16,-0.798781275133892,3,0.26288800592107003
3.5459583442831786,90,4,2,2.9798974765629476,2,0.1251813079188126
3.383380570065132,23,4,14,2.053996083276527,2,0.50915212874945
4.711467220574034,61,1,14,2.1465684517696215,1,0.5429110657391316
4.285081611167141,94,1,5,1.9874010456134434,1,0.13949206748042525
2.6536157253269685,88,3,15,1.1707821311641498,3,0.39278931957593416
4.516662632567041,4,1,13,-0.49018912983781204,2,0.24212270267305172
3.098904726667431,74,1,18,1.3354602729709875,3,0.5408724751818383
4.752269325667477,90,1,4,-1.1964972832023273,3,0.04097645017275656
2.787092061848009,79,2,14,0.722394348448264,1,0.29423269726456075
2.560012612112222,67,2,5,2.6890557581204035,2,0.12386000942924127
3.5136791908260463,54,5,1,-1.4158959649639928,2,0.021620522510285334
3.419398377193224,24,4,15,0.21918263559033613,2,0.3807166717209345
4.491703492978431,94,5,17,0.86456178104042,2,0.6441301574431834
2.9662962759996354,52,1,3,2.68807663522045,3,0.08827508085192332
3.4406483233260547,25,5,17,-1.1895612341089297,3,0.36734355730278667
2.866737785037954,3,2,16,1.1718564080096256,0,0.43260365917491667
3.9502220866736364,74,4,19,1.2189385910714474,0,0.7052951586818866
3.4951371016973445,54,3,13,2.339328324363514,3,0.47110036194190896
4.157865622438022,31,2,12,2.6899446985766815,3,0.4808437725895884
2.677895712933582,52,5,13,2.0043800592943177,1,0.42680976469012655
3.5458346602557,97,1,19,1.437578411809198,0,0.6315289792356752
4.989505919449797,86,5,15,2.639676732267957,3,0.7412973451196373
4.387181322271402,5,5,4,-1.0007191061362763,2,0.058187632037638486
4.200115140935674,3,2,3,-0.23637776853073933,3,0.04589066443919521
3.7359270276143954,37,1,9,2.0744879486941485,3,0.24059381198003107
4.486657230994723,5,2,16,2.1450706469570453,0,0.6465767198238326
3.855038246199315,87,2,12,-0.08265327162075198,0,0.2181380903186928
4.358984790441399,77,4,13,1.3524576068474432,3,0.4622416423624141
4.178261058910699,24,4,4,-0.4985820279760593,0,0.060315532210705305
3.1642139121656587,26,3,6,-0.5810305755682155,1,0.05824164571603988
4.771093869680662,47,4,17,-1.4716277415636871,1,0.41160776183432396
2.5984046995493237,65,1,1,-1.2199365249278877,3,0.012027570924769302
4.571096677347477,69,3,10,1.5208431623407983,2,0.32731949713531305
4.2698695667529725,77,3,8,-1.0179535577625725,0,0.09742046140846895
3.3772875313801967,49,3,12,2.714029655124726,3,0.4498685356838821
2.8871067040505687,10,5,10,2.2279710123467504,2,0.3224184706723264
3.6386639300159045,12,3,1,-1.1572450385964492,1,0.020406207661412254
4.550168755139124,3,5,12,-1.011502440961522,2,0.24240292687152318
3.6038262534334424,26,5,5,-1.1447687467581442,2,0.053314448255045145
3.1047345706470972,40,4,12,1.1449852057601655,2,0.3077657333260164
2.5785729642168356,16,4,17,1.679613621226968,1,0.5610482320103254
3.731304635051271,16,5,1,0.8570688081780302,3,0.05531637604800003
2.6717841943099025,74,4,5,-1.003547057889878,0,0.03917010469205459
4.077304475572909,15,2,9,2.718710713626309,0,0.33418338693735616
2.521547506479451,53,4,2,-0.04549277578378552,1,0.030420880215631812
3.4370623108749943,63,1,3,-1.3940982843967846,2,0.02132080344254682
4.223198303064593,68,2,6,2.743783531999151,1,0.225215518894753
2.7643114010778373,9,5,1,2.2751896243731586,0,0.07171554170006969
3.469565224792328,66,4,18,-0.6726512561851364,0,0.4431985288712592
3.0926759779354454,8,3,8,1.3735956905206268,2,0.16482473133631728
3.394602896603833,28,4,5,1.898832687384231,0,0.13918375100308464
3.335113871049899,50,3,18,-1.3885297096508324,2,0.34189119704377546
3.4179345360782305,93,5,4,-1.23436240423056,1,0.040373729216305214
3.7234813435164718,99,3,11,0.5055047892816917,3,0.2349167094061577
2.62053009715139,9,4,19,2.460721612780369,0,0.725208719771995
3.9446927036022728,58,2,19,2.33609222496691,1,0.7535887118114116
4.1695117080660165,82,5,9,-0.2536041031716705,3,0.17500134031835152
3.5403849954494038,21,4,18,2.1356341574362188,3,0.7143017200851054
3.054118286543898,34,4,9,0.6999840556703631,0,0.16745524038094747
3.012448082064777,31,3,16,1.1645888310493433,0,0.4674386373247924
4.6447229631155995,39,3,4,-0.9507392348654127,3,0.052806015206280615
3.235008471487383,69,3,6,1.3364115704136186,2,0.11973596973629055
3.5925843136244273,56,4,5,1.910122170718462,3,0.14701895048598934
2.632066715911805,53,5,14,-0.15061081454960057,2,0.2747560812666733
4.336217600806009,73,5,17,1.600576357722976,1,0.6986959588559174
2.7506139093071917,94,2,7,1.0522672602516092,0,0.10396651357259724
4.894416645440556,7,5,5,1.4326201717303917,1,0.18867742135252977
4.332900945341999,82,4,13,2.890187650190608,2,0.6120518593092097
3.957496199295789,60,5,15,1.192968225537518,2,0.5410166574951049
3.7630169339415955,22,4,15,-0.9438985696632509,3,0.29971521497304277
3.8126233506134617,3,2,7,-0.7183488029385272,3,0.07286082895499296
4.194027955248986,72,4,17,1.3133062410385805,0,0.6418794571444008
4.502451751008412,64,3,18,2.534507460224673,3,0.7798063974285502
4.050003333693521,92,4,11,2.35474412379326,0,0.4395222138111714
3.236164398854794,68,1,8,2.203709586729853,1,0.19036090046918253
3.445077655582988,70,3,11,2.4753534611097425,1,0.3831178589142975
3.163212722715131,87,2,3,-1.4848510466777851,1,0.02093907991954005
4.091732285894855,66,1,9,2.8673832033081714,1,0.32617705570001504
3.6147165496495193,43,4,1,2.0232665523054765,3,0.07541921024427622
3.3953492913228613,50,2,1,1.3450808266774321,2,0.04550488328549921
3.336972604726698,47,3,8,1.3548042513600436,3,0.17407948741340384
3.130506005398327,12,5,19,0.6068091732143732,0,0.6181906420056199
4.937260682025587,19,2,15,-1.2174000345469909,1,0.3087900942460346
4.525350226863653,73,2,14,1.0195311485846092,0,0.44162184398657295
3.309025547873853,16,1,17,-0.01807803747462078,0,0.37413369981832434
2.9110138226971967,63,1,17,1.2717928248453472,2,0.47053948295571607
4.943641407959607,8,5,16,2.4448207422618915,2,0.7615181353819929
4.031989588841276,84,5,9,-0.7661972512648214,2,0.14223103808798843
3.9705056673709764,67,2,8,2.1473991444662763,3,0.24050942363176567
2.998175841167002,13,1,13,-1.448116064206249,0,0.12134083415218368
2.763412305627141,20,1,17,2.622016924255517,1,0.5933497302164102
2.559710478297857,74,3,1,-1.221143725773911,2,0.014477955016779941
4.261234091029212,56,3,19,2.963491778717257,2,0.8268932198462349
2.672475021776149,99,5,6,0.25139083438023224,2,0.08334816261543852
3.282955126759088,68,4,17,-1.2774606704593725,1,0.3260516371170741
3.1165090874450616,48,4,14,2.789277676609119,1,0.5623398771723257
3.3577887910425237,66,1,6,2.9888952777695055,1,0.18285766222523428
2.8828612502098903,55,4,17,1.27208006346613,0,0.543313762742987
3.540712321360887,39,1,19,-0.20795552307494258,3,0.4697946966239291
3.3599490907909253,40,3,19,0.34257073883333833,0,0.5609486576437229
4.242909230344951,15,2,3,2.458227909275315,2,0.125227029201959
2.7232238113139324,62,5,11,-0.7242295010385456,3,0.14520381837993815
4.1547539411798216,66,3,8,0.7398577322208482,2,0.17398688551027672
4.649636225837805,62,3,19,1.923222670585825,2,0.7797448211924324
3.350687455585077,30,3,6,1.973514559719594,0,0.15376287857515494
4.341110589061807,6,5,16,2.0022307229892706,1,0.6906640164476089
2.8432500817889257,65,4,17,0.629052523060154,1,0.4761670828009104
4.660915666139934,23,5,5,0.3487827649237989,3,0.12322783676727746
4.241722469682992,82,2,1,1.9307886489576678,2,0.07208007419909541
3.6389169549752722,72,3,2,1.3373581947538429,3,0.06456243669506474
4.415868032761631,94,5,15,1.8868780175354347,2,0.6409550216362225
2.534872546729779,25,1,7,-0.20937261578883604,1,0.05607867090974819
3.871471037636721,26,3,15,0.8685907923456906,0,0.4523643209157065
4.42730461161013,22,4,11,0.34245421028520995,0,0.281946461488767
4.4082372799932035,45,1,4,-1.0091548742996266,2,0.03987971534985763
4.72743471172676,26,4,15,1.7364408949066639,0,0.6254642163836448
3.9463545455088287,13,4,9,0.6527243893700616,3,0.20505350252547974
4.178932988981999,55,2,1,2.091276143872006,2,0.07517334227887168
4.213609708054754,90,1,14,-1.4801543970886035,3,0.1934137987274807
4.840441410416263,97,1,11,-0.18299351738995884,1,0.21064116248952994
3.176609854954414,53,2,11,0.04746357945008528,3,0.16410018914207034
2.9991844553958993,56,4,12,-0.06573669027758067,3,0.2097323752009112
3.5046906780918485,86,3,9,2.613437747826132,2,0.3093376432674506
4.772066244292156,65,1,18,2.697153675005236,3,0.7703841061146142
4.617422135517652,42,4,2,2.8670921451429487,2,0.15869949074195422
4.167160643865261,16,5,1,2.335189920842636,3,0.10757292245196264
3.757709876949591,60,3,10,2.132303950428252,1,0.32744463304704263
2.629928209128681,6,2,7,1.8975863911815063,1,0.13563977145406236
4.552122523157822,42,5,10,1.4002895742704293,1,0.3602573351568694
4.851599997965285,10,1,16,0.9968350893867335,3,0.5384772835315383
3.71307613941339,50,1,12,2.530164533256036,0,0.4075720959971013
3.1743561646844176,38,4,7,0.07565577095948406,0,0.09819607775059996
2.8776447294522507,73,5,10,1.1872846169762203,2,0.2383416886065905
4.741866374769362,58,3,13,2.0157318952205205,0,0.5321686718740757
3.5177662228140694,62,5,18,0.5162901787178122,3,0.5894872101148729
2.7922451017709102,94,5,5,-1.1249268838907687,3,0.04260284692748288
4.554650148225891,84,2,6,2.969638820331573,1,0.2600421624026457
3.4667676426099447,54,5,5,0.6710900212378181,2,0.1005133462463202
3.3354817854327745,15,1,17,-1.487145737322679,2,0.2508256308158841
3.1275034581557506,87,3,8,0.01031168030634877,2,0.10362090824892028
3.1495089526603994,53,2,10,-0.7738452467053402,1,0.10296687893299046
2.6958455444050164,30,3,3,2.1656656810344797,1,0.0812875683998564
4.432303704690288,53,1,15,-0.7171472904503451,1,0.297931411841725
2.960102587053617,46,2,19,2.9780534976298556,0,0.7463524383458802
2.721305788036821,8,3,10,2.826975027377194,3,0.3202075280272235
3.19472781496939,54,2,15,1.4352764326598315,2,0.4335280456345935
4.692726452545472,64,1,7,0.7044750232446906,0,0.1405907490248311
3.4166971992574533,91,1,2,2.02377748608651,0,0.06504130356730778
2.94914822257478,16,2,6,-0.9540659981345286,3,0.04323605555689553
2.8005180728014407,77,1,19,0.5973367869073849,3,0.49477272460627747
4.0107824556008,33,1,9,1.4966734828538142,1,0.21448565330325003
3.885885131278502,52,2,13,2.6507599675073985,0,0.5065170125096927
3.288225844576526,71,1,19,1.9599327966300297,2,0.6616018707948575
4.402594475626957,87,4,5,-0.3885548283065985,3,0.08056881122568635
4.882800285985344,12,4,19,0.17110841935269905,1,0.6755253898907755
3.5189605214345425,86,1,18,-0.9856160075203966,3,0.345572522400491
4.516402869653625,86,4,6,0.7610869172132908,3,0.14923110577920498
3.2061968599425668,18,1,2,-1.1438592183014131,2,0.018062589843127273
2.644330398062793,82,4,17,2.3735768037370977,3,0.6324472194938153
4.544463324642363,77,2,13,-0.5895403735117357,0,0.2549322838565704
4.836824788720753,50,3,12,2.519711019379642,1,0.5396495361430304
4.122884912077182,91,1,12,0.8166649324255282,1,0.2816142299597627
3.7287855645795664,22,4,7,-0.3929211695689161,3,0.0963432023934971
4.422468537951277,36,1,6,-0.966615250788867,2,0.059529654242068845
3.841558199338735,8,3,4,0.8240381102445489,2,0.08181657744033463
3.6075999415879023,30,5,7,2.856445021823202,0,0.29418548454042565
